text,label
"깨끗하고 괜찮은 호텔로, 직원들은 협조적이고 친절합니다. 위치는 저희 지역 사무실과 가까워서 아주 좋았어요. 근처에는 다양한 레스토랑이 있습니다. 서울 도심은 아니지만 이 지역의 호텔을 찾는다면 좋은 선택이 될 겁니다. 가격은 아주 싸지 않지만 서울의 동급 호텔에 묵어 본 적이 없어서 확실히는 모르겠네요.",
"저렴하고 깨끗한 호텔을 찾다가 발견한 곳.장한평역에서 좀 걸어야 하지만 비교적 역과 가까운 편이었고, 1층에 규모가 큰 CU 편의점이 있어서 좋았다. ",1
시설이 깨끗하고 잘관리되어있어서 최근에 지어진곳인줄 알았어요.특히 오전이른시간에 체련장과 수영장에 다른이용고객이 많지않아서 이용하기 너무 편안하고 좋았어요. 근처에 카페도 많고 혼자 조용히 쉬다가기에 최적인것같아요.,
"시설물, 위치, 룸 컨디션, 가격 모두 괜찮았고 서울을 방문하는 사람에게 추천할만 함. 그러나 신생 호텔이어서 그런지 전반적인 서비스는 아직 뭔가 능숙하거나 쾌적한 느낌이 아니라 딱딱하다.  방청소를 두번이나 구두로 요청했는데 안되어있는건 정말 할말없게 만드는 호텔측의 실수이지만 더욱 놀라운건 다음날 아침에 자고있는데 헐레벌떡 날깨우게 만든 룸청소였다.. 메이크업 룸 버튼이 눌러져있어서 그러셨다고 하니 나도 이해는 가나..이게 무슨 어이없는 헤프닝인가.... 실소가 절로 터져나왔다. 시간이 흐르면 좀더 나아지길 바란다",19
방에 커튼이 없습니다. 방 변경을 요구했습니다. 직원은 미안하다고 하며 방이 없다고 했습니다. 3번째 날. 에어컨이 없습니다. 방 온도가 33도였습니다. 매니저에게 불만을 이야기 했습니다. 그냥 미안하다고만 합니다. 문을 열라고 합니다. 형편없는 서비스 입니다. 매니저는 고객을 배려하지 않았습니다.,8/19
할머니와 이모랑같이 숙박하러 갔는데 월드타워가 보이는 전망이라 좋았어요. 할머니 발에 물집이 생겨서 밴드 얻으러 갔는데 밴드 종류도 물어보시고 세심하시더라구요. 백화점과 롯데월드가는 길은 너무 어려워서 못찾았는데 그래도 친절하게 알려주셨어요. 직원분들도 친절하시고 갑자기 숙박하게 되었는데도 잘 있다 왔습니다,
객실도 조용하고 깔끔하고~ 특급호텔 다운 호텔 조식도 마음에 들고무엇보다도 친절한 직원들 !!부모님 모시고 가는 여행이라 숙박이 신경 쓰였는데 최고 였습니다~,
3명이어서 여길 선택했는데 생각보다 좋았어요.트리플룸에 묶었는데 깨끗하고 화장실도 안에있어서 편했어요. 늦게까지 놀기 좋았어요. 요청하면 바베큐도 해주시는 거 같아요.공용 부엌은 깨끗하진 않지만 쓸만해요.,20
대부분 다른서비스나 시설은 만족했는데 정말 방은 많이 추워서 아이들과 저희부부도 옷을 입고 잤습니다.,19
"공식 홈페이지를 통해 골든데이 패키지로 예약한 뒤, 10-11일 방문했습니다.프리미엄을 예약했는데 한단계 업그레이드를 해주셔서 원베드로 바꿔주셨네요. :)그래도 정말 편하게 쉬고 왔습니다.일단 역에서 가까운데다 바로 밑이 코엑스라 편했습니다.다만 생각보다 거실에 있을 때, 복도에서 떠드는 소리가 너무 잘 들리네요.",7
특히 호텔바닥이 마루로 되어 있어 흔한 카페트에서 오는 먼지 알러지가 있는 분들에게 추천합니다.  쾌적한 수면환경에 저렴한 저녁식사 [레드스퀘어]를 이용할 수 있어서 일석이조였으며 도심권 (서울역/용산역 15분 이내)에 있어 여행자가 이용하기에 아주 훌륭했습니다.  저렴한 가격에 숙박이 가능하다면 적극 추천합니다.,20
모던한 인테리어로 입구부터 객실까지 깔끔하고 좋습니다 편안하게 하루 묵었다가기 좋아요~ 다만 바나 라운지가 좀더 활성화되었으면 하는 아쉬움이 있네요^^ 그래도 룸서비스도 맛있고 너무 좋았어요!,8
"와이프 생일을 기념하기 위해 투숙했습니다.로비에 잠시 짐을 맡겨두고 여의도 벚꽃놀이를 즐기고 온 후 방 배정을 받았는데,오래기다리셨다고, 호텔에서 가장좋은 방을 저희에게 주었습니다.룸으로 들어서는 순간 엄청난 크기의 방에 저희 가족은 깜짝놀랐습니다.거실, 바, 응접실, 서재, 주방, 침실, 욕실을 모두 갖춘 프레지덴셜 스위트룸이었습니다. 아이들은 뛰어다니며 숨바꼭질하고, 저희는 멋진 뷰를 감상했습니다.룸에서 바라보는 도심의 석양은 최고였으며, 최고의 야경을 볼수 있었습니다.호텔에서 마련해준 생일케이크와 와인으로 아내의 생일을 축하했습니다.드라마에서 보던 곳에서 꿈같은 하룻밤을 선사해주신 분께 정말 감사드립니다.다음에 꼭 다시 방문하고 싶습니다.",
"결혼기념일 기념으로 예약한 호텔.처음 받은 시청뷰디럭스룸은 너무 좁아, 아이가 있는 우리가족에겐 불편할거 같아 뷰 안좋아도 좋으니 바꿔달라 요청해서 시내뷰룸으로 바꿨음. 시청뷰디럭스룸은  좁고 별로인듯. 여기서 별하나 마이너스.업그레이드 된건지 모르겠으나 룸 바꾸고 가보니 작은 다이닝룸도 있고 욕실도 크게 따로 있어서 너무 좋았음. 결혼기념일 서비스 케익도 너무 맛있었고, 조식도 재료도 신선하고 맛도 좋았음. 아기들고 쌀국수 요청하러가니 주방정님이 직접 테이블까지 갖다주시더라는. 소소한 서비스에 기분좋은 하루를 보내고 왔음. 강추!",9
"욕실과 화장실이 따로 구분이 되어 있고 샤워할 수 있는 곳이 욕실과 화장실 두 곳 다 사용할 수 있어 아침 시간 맘 편히 사용할 수 있습니다.주차장도 호텔 건물이 쇼핑센터와 한 건물이니만큼 공간도 많아 차를 이용하시는 분들도 편리하게 이용하실 수 있습니다. 침구 관리나  객실관리도 깨끗하여 투숙 시 만족감이 높아서 서울 여행 시 자주 이용합니다.다만, 회원 가입으로 좀 더 저렴하게 이용할 수도 포인트 사용도 가능하지만 홈페이지 예약 시 방은 있는데 홈페이지상으로 예약할 수 없어 조금의 번거로움이 있습니다.",20
기념일로 투숙했어요. 쥬니어스위트룸으로 좋은 패키지가 있어서요^^원래 계획은 클럽라운지에서 애프터눈티 먹고 수영하다 해피아워즐기고 방에 셋팅된 와인이랑 웰컴프룻 먹고 놀자 였는데.. 수영은 못했어요. 너무 배불러서 수영장을 갈수가없었답니다.최상의 서비스와 푹신한 구름같은 헤븐리 침구덕에 정말 꿀잠잤어요.동생 시집갈땐 선물로 헤븐리침구패키지 이용하고 이불만 주고 저는 또 스테이 갈까 잔머리 굴려봅니다.또 가고싶네요. 지척이 명동이고 광화문이니 안갈이유가 어딧어요,
"신라스테이는 처음 이용해보았는데, 광화문의 경우 특히 위치가 좋네요. 역에서 막 가까운 거리가 아니라서 어떤 분은 불편하실 수도 있겠지만, 서촌, 경복궁, 광화문을 도보로 다 커버할 수 있어서 좋았어요. 내부 객실도 쾌적하고 동네가 조용해서 좋네요 :)",1
"가족여행을 위해 묵었습니다. 위치도 좋고 조용하고 깨끗합니다.남산, 장충단공원도 좋습니다.동대문쇼핑몰도 있지만 개인적으로 중부 건어물 시장이 좋습니다.그리고 구석 구석 숨은 맛집도 좋았습니다.",
2박3일 투숙했는데 클럽라운지 이용했는데 서비스도 훌륭하시고 특히직원분들 모두다 친절하셔서 더어 기분좋았습니다마지막 라운지에서 떠나기전 카푸치노한잔 하면서 아쉬움을 달래면서 이 리뷰를 남기는데 다음에도 또 예약해서. 올거에에요괜히 특1급이 아닌거같단생각들어요,
밤늦은 체크인에도 직원들은 친절하셨고 전체적인 인테리어나 고객 편의시설등이 굉장히 맘에 들었습니다.출장차 방문하였지만 위치도 중심가와 인접해 접근성도 뛰어났구요이정도 가격에 5성급의 훌륭한 호텔을 경험한거 같아 굉장히 만족스러운 투숙이였습니다.,
인사동 바로 옆이라 외국인들에게 관광하기 최적의 입지인것 같습니다광화문 경복궁 삼청동 서촌까지 마음 먹으면 도보로 이동 가능한 거리고요호탤 1층에 맥도날드도 있고 옆 건물에 편의점도 있어서 좋았습니다트리플 룸은 베드를 세개 줘서 좋은것 같아요 방 넓이에 비해 화장실이 넓어서 놀랬네요 가격대비 훌륭한 호텔이었습니다한가지 아쉬운점은 의자가 책상 포함해 한개뿐이어서 그게 좀 아쉽고침구는 따뜻하고 깨끗했습니다어른여자 세명과 두살짜리 아기가 트리플 룸 이용했습니다,8
뷰가 참 좋습니다. 하드웨어가 훌륭하고 로비가 젤 위 24층입니다. 침대 아주 편해서 푹 잘 수 있었습니다. 직원의 응대의 편차가 있습니다. 주차는 발렛.친절하셔서 편했습니다.,
"지인이 한국방문시에 숙박을 추천합니다다만, 지하철까지 걸어가기가 애매함.. 역삼과 선릉 사이 애매한 연결고리.. 명동 택시타고 가도 1만원이내선 . 가족끼리 와도 추천할수 있음.",1
"반복적인 회사생활에 지쳐서 하루정도는 쉬고 싶어 호텔을 찾다가 알게됐어요~ 아는 지인이 추천해줘서 갔는데 추천해준 지인에게 고맙다고 인사 많이했네요 ㅎㅎ 제가 잠자리가 예민해서 잘 수 있을까 걱정했는데, 침대가 알찬구성에 마치 저를 위해 만들어진 것 처럼 편안하고 좋았어요 !  그리고 직원분들도 너무 좋았어요 ㅠㅠㅠ 제가 질문이 진짜 많거든요.. 귀찮았을텐데 친절하게 답변 다~~ 해주셨어요! 같이사진 찍고 싶었는데 부끄러워 하실까봐 못찍은 쥬디?주디?님! 그분의 친절한 응대에 더 기분좋은 휴가였습니다~ 재방문 의사????? 지인들에게 추천해주고 싶은 호텔입니다!!",
"여름을 맞아 가족과 함께 휴가를 즐기러 방문했습니다. 이그제큐티브룸에 머물면서 14층에 있는 라운지에 갈 수 있었고, 거기에서 조식, 애프터눈티, 해피아워 등을 가족과 즐길 수 있었습니다. 비지니스호텔이기 때문에 실내수영장이 없다는 점은 조금 아쉽습니다.",8
"한마디로 표현하자면 싸구려다. 방에 콘돔 3개가 딸려 왔다. 지하철 1호선과 가깝고, 아침 식사를 할 만한 괜찮은 까페들이 많았다. 방은 괜찮았지만 수도는 물이 샜다. 다시는 가지 않을 것 같다.",8
매번 이 호텔만 이용해요 침구도 깔끔하고 푹신해서 잠도 잘오고 주변환경도 바로앞에 커피셥도 있고해서 좋아요 추천합니다,
한여름 더위에 지치고 휴가도 길게 가지못하는 상황에서 남친과 도심에서 합리적인 가격과 쾌적하고 친절한 서비스를 누리며 열대야없이 청결한 침구에서 숙면을 했네요 ~. 히노끼룸에 투숙했는데 정말정말 힐링이 됐네요 뷔페도 정말 가격대비 굿굿,
호텔입구에들어서면 아주은은한향이 고급스럽고 정갈합니다 연주하러 예술의전당근처를찾다가 발견한호텔마루위에올려진 메트리스가 독특하며 일본풍인것같지만 전체적으로고급스럽습니다 이정도가격에이런호텔에투숙하게된게 감사할정도입니다방이 적지않아요다음연주때에도 여길예약하고싶네요,
"다른 지역과의 접근성이 용이하고 시설이 매우 깨끗합니다. 동대문과 매우 가깝고, 남산, 명동 및 여러지역과 가까워서 편하게 다닐 수 있습니다. 지하철도 대부분 노선이 근처에 지나가구요-",
한강뷰로 예약한건 아닌데 룸 업그레이드를 해주셨어요~ 평일에 방문했더니 확실히 여유롭네요. 직원분들이 다들 너무 친절하셨고 룸 컨디션도 좋았습니다. 근방의 여러 호텔중에 고민했었는데 여기로 결정하길 잘한것 같아요~,
직원분들 친절하고 깔끔한 객실덕분에 모든일이 잘됐습니다롯데타워도 가까워 좋습니다감사합니다,
광진구  아차산 뒤쪽에  자리잡은워키힐은뒷쪽으로  산이요앞쪽은  한강최적의  장소 라  생각된다!호텔안  산책코스도  좋고여러레스토랑 의  음식도  최고다!강남의  복잡한  호텔보다는좀더  자연친화적  공간인듯 싶다더글라스  룸 은특히  조용한  산속  느낌도  있다멋진 야경도  한껏 느낄수 있다최고급의멋찐  장소로추.천!,
서울 출장과 중국 출장이 연계된 일정에서 숙박했습니다.아주 편하게 일하고 휴식할수 있어서 좋았습니다.개인적으로 좁은 객실을 선호하지 않는편인데 넓은 객실과 편의시설이 만족 스러웠습니다.주변위치와 주변시설도 좋았습니다.사람이 몰리는 곳을 그리 좋아하지 않아 코엑스라는 위치적 특성이 걸리긴 했으나생각보다 편안하고 조용하게 일정을 보낼수 있었습니다.자주 이용할듯 합니다.,
"앤틱하고 깨끗하다.품격이 있으면서도 레지던스 시설이 되어있어 편리.다만 특1급호텔의 그것을 기대하면 실망할 수 있으니, 레지던스임을 생각하고 체크인 하면 불만이 크게 없을듯",8
온수틀면 수압이 약해서 샤워하기 불편하네요.그리고 객실에 유료 음료도 없는데 체크인시 신용카드보증을 왜하는지 이유를 모르겠어요. 이유가 있나요,8/19
저번주 친구들과 송년파티를 위해 1박 투숙했습니다.예약과 직원이 추천해줘서 디럭스 트리플 객실로 예약했는데 공간도 꽤 넓고 침대도 세개나 있어서 파티하기에 딱 적당했던 것 같아요. 다음에도 같은 객실로 이용할까 합니다. 항상 로비에 들어올 때마다 짐도 바로바로 케어해주시고 체크인할때 설명도 친절하게 해주셔서 대접받는 느낌이 드는 호텔입니다. 샴페인 잔과 얼음이 필요해 룸서비스에 요청 드렸는데 신속하게 가져다주시고 직원분도 너무나 친절하셔서 감동했습니다. Tip)기존에 지류 쿠폰으로 등록했던 주차 시스템도 개선되어 훨씬 편리해졌으니 참고하세요!,
오랜만에 친구들과의 모임을 호텔에서 하기로해서 잠실에 있는 롯데호텔로 다녀왔어요우선 위치가 좋아서 그게 편했구요근처에있는 분위기 있는 카페도 많아 마음에 들었어요그리고 무엇보다 벚꽃축제기간이라 친구들과 수다떨먼서 석촌호수 구경도 하고 사진도 찍고ㅎㅎ좋았습니다호텔 침대도 편했구 슬리퍼가 하나 부족해서 프런트에 주문하니 빨리 가져다줘서 고마웠네요아 조식도 괜찮았어요,
"처음 이용한 포시즌스호텔 이였는데 전체적인 인테리어는 제 마음에 쏙 들었고, 욕조 또한 깨끗했습니다. 더욱이 침대는 정말 환상이였어요. 정말 푹 잤어요!!!",
"서울 친구가 레스토랑 이용해보고 추천한다길래 서울 올라온 김에 묵었어요~비즈니스 호텔인 만큼 로비도 객실도 그리 크지는 않지만,작은 객실 내에 최대한의 것이 쏙쏙 들어가 있어서 큰 불편함은 없었습니다.위치가 정말 좋았던게, 명동과 가까우면서도 명동 바깥에 있어서 조용하고, 대중교통 접근성도 참 좋고, 서울 어디로든 갈 수 있는 위치라서 만족했습니다 ^^게다가 프론트, 레스토랑 직원 분들이 하나부터 열까지 살뜰하게 챙겨주셔서 정말 감사했습니다~^^",9
"2011년5월은 시험오픈(?) 시기여서, 아직 공사중인 부분도 있더군요. 하지만, 프런트나 엘리베이터 등은 정상적으로 운영되고 있었고, 아주 멋지게 꾸며져 있더군요. 6층에 있는 트윈룸에 묵었습니다. 담배냄새도 안나고, 지내기엔 문제없을 것 같더군요^^ 넓다곤 할 수 없지만, 슈트케이스 2개를 펼칠만한 공간은 충분히 있습니다. TV채널도 많았구요. 동대문과는 도보권이라, 7분 정도 걸리더군요. 지하철도 비슷한 시간에 도착하구요. 편의점도 근처에 있고, 동대문에서 맘껏 쇼핑을 즐기자!! 라고 하시는 분들에겐 딱이지 않나 생각합니다. 중부시장도 걸어서 갔다 올 수 있는 거리라, 김치등을 사다 방 안에 있는 대형냉장고에 보관해 두었다가 귀국날 가지고 갈 수도 있답니다. 단지, 욕실이 좀 아쉬웠어요. 고정식샤워라, 키가 크신 분들에겐 좀 고역일지도... 세면대도 아주 작아서, 여성분들은, 세안시에 물이 바닥에 많이 튀기 때문에 조심하셔야 해요! 콘센트도 110V가 아니랍니다. 변압기는 프런트에 얘기하면 무료로 빌릴 수 있답니다.",8/9
나인스 게이트 그릴에서 스테이크를 먹은 후 호텔에서 투숙하였는데 음식도 맛있고 전망도 아주 좋았습니다.,
강남에서 이곳저곳 이동하기 편해서 늘 묵습니다. 가성비가 살짝 아쉽긴 하지만 여전히 강남숙박이라면 다른 대안을 찾기가 쉽진 않네요.항상 잘 묵고 갑니다. ,20
방문할때마다 직원분들의 친절함에 감사합니다. 주로 연휴에 가족과 함께 쉬러가는 제입장에선 아이들에게 친절하고 배려깊은 서비스에 감사드립다.객실은 조금 올드합니다.,5
친구들과 연말 파티를 여기서 했는데.. 사진보다 좀 좁았던거 빼고는 다 괜찮았어요. 추천핮니다,9
친구와 만남을 위해 방문한 코엑스인터컨티넨탈 서울 로비라운지 분위기도 이쁘고 커피맛도 좋네요 주변에 봉은사 코엑스몰 등 볼거리 즐길거리도 많구요,
"로비에 들어서면서부터 눈에 들어온 에펠탑, 그 덕분인지 로비에서부터 프랑스 정취에 취하고 친절한 직원들에게 감동받고. 시작부터 기분좋았던 숙박.그 중 정점은 노보텔에서 제공되는 음식들.로비라운지에 비치되어 있는 케익부터 뷔페레스토랑 더스퀘어까지.음식도 굉장히 다양하고 음식 하나하나 퀼리티도 특급호텔에 걸맞는 수준. 호텔 숙박시 뷔페 레스토랑과 로비라운지에 비치된 케익코너는 꼭 가봐야할 듯!!!",
"난지공원에서 하는 페스티벌 공연 관람때문에 이용하게 됐습니다. 디지털 미디어시티 역에서 걸어갈 거리는 아니지만 호텔 셔틀버스도 있고 택시타도 기본요금이 나와서 좋았습니다. 트리플룸 이용했는데 방이 넓직넓직하고 화장실에 샤워가능한 공간도 두개 있어서 외출할 때 준비시간이 단축되서 좋았습니다. 신도시라 그런지 건물이나 거리도 다 깨끗하고 조용해서 편히 쉴 수 있었습니다. 조식은 안먹어서 모르겠지만 가까이에 편의점, 음식점이 많아서 아점 메뉴 걱정 안되도 됩니다~",
"다른 브랜드호텔에 비교해서 가격도 매우 저렴하고, 시설은 깔끔해서 이용하기 좋았습니다. 편의점도 바로 가까이 있어서 편해요",
2박3일간 깔끔하게 잘 놀다가요 다음에 또올게요다른게스트하우스보다 저렴하고 공용주방에 식기도구가많아 너무 요리하기 좋았어요 방 크기도넓구요 짱!!!,
일본 비지니스 호텔보다 더 좁음. 두명이 트윈베드 사용했는데 한명씩 움직여야 함 . 같이 움직이면 서로 부딪힐정도. 위치는 좋으나 대로변이라 시끄럽다. 성형한 사람들 오던데 이렇게 좁은방에 오래있으면 우울증 걸릴듯,0/9
"남부 버스터미널역에서 2번 출구를 나와 반듯이 길을 따라 5분. 지하철역 지도에도 프렌드 호텔이 표시되어 있습니다. 리뉴얼한지 얼마 되지 않아서 깨끗하고 좋았습니다. 이 이상 비싸지면 이용하지 않겠지만 투어로도 이용하는 곳이라서 다음에도 이용하고 싶습니다. 일본인 투어 손님이 몇 명인가 있었습니다. 다만, 인터넷 환경이 없는 것이 유감입니다. 근처에 카페베네가 있는데, 그곳은 무선 LAN이 무료이기 때문에 자주 이용했습니다. 근처에 롯데마켓도 있습니다. 직접 전화했을 때보다 애플 월드가 가격은 저렴했습니다.",19
그렇게 많이 기대했던 호텔은 아니었지만 나쁘지 않았습니다주차는 늦게 갈 경우 혹은 SUV의 경우 호텔 주차장에 대기 어려울 수 있습니다조식은 호텔 가격에 포함된게 아니라서 조금 아쉬웠습니다인사동 바로 옆이어서 여행에 위치가 나쁘지 않았고 기대보다 화장실에 욕조도 있고 시설이 괜찮았습니다,20
다음날 시험이 있어서 하루 머물렀던 숙소모두들 너무나도 친절하고1층에도 너무 훌륭한 카페가 있다지하철 언주역과 걸어서 1-2분거리에 있어 교통에도 전혀 문제가 없고 강남대로까지는걸어서 갈만 하다(10-15분 느린걸음)고층에서 묵었기에 뷰도 좋고안락하고 방음이 잘됏던건지 옆방에 아무도 없었던건지 너무나도 조용했지만창문너머로 슈퍼카들의 질주소리는ㅎㅎㅎㅎㅎ잠을 자면서도 내가 서울에 있음을 일깨워주었다프린트(1장)서비스를 무료로 이용하였고그 과정에 있어서 만났던 모든 스텝들이 친절하고 본인의 일처럼 처리 해 주셨다 ,0
가격면이나 위치는 좋습니다. 동대문까지 10분안에 걸어갈 수 있습니다. 방은 넓으나 청결도는 기존 라마다호텔 이름에 미치지는 못한거 같네요. 직원들도 친절하고 개취이지만 조식은 조금 아쉬웠습니다..,6/10
시내의 중심에 위치한 호텔입니다. 전반적으로 인테리어나 분위기가 깔끔한 느낌이고 무엇보다 서비스가 친절하기 때문에 좋은 기분을 느낄 수 있을 것 같습니다. 객실은 넓진 않지만 잘 정돈된 느낌이고 욕실 또한 넓고 쾌적해 마음에 들었습니다.많은 호텔을 돌아다녔지만 아마 가장 만족한 수준의 호텔이 아니었나 싶습니다.특히 경력이 오래되어 보이는 프런트 데스크 직원의 서비스에 많은 만족감을 느꼈습니다.,9
"서울에 남친만나러 갔다가 어디서 잘까 고민하던중강남이랑 가까운 신라스테이역삼,,신라에서 하는 곳이라서 믿고 선택!!룸이 좀 작긴 하지만..프론트에서 업그레이드도해주시고,,폭신한 침구류와함께~~아베다의 어매니티!!!평일에 더 비싼 신라스테이..저처럼 주말에 이용하는 분들은 강추합니다~",9
"발렛도 되는 날이 있고, 안되는 날이 있음.부페에서 시금치가 상해서 나왔음..시설은 괜찮으나 부대시설이나 서비스가 썩 좋은 지는 모르겠음.",8/11/19
"외국친구가 놀러와서 묵게되었습니다. 도심공항에서 무료로 택시를 타고 호텔로 이동할 수 있습니다. 코엑스몰, 봉은사역과 가까워서 쇼핑 엔터테인먼트 즐기는데 매우 좋습니다. 직원들도 친절하고 프로페셔널해보였습니다. 방은 깔끔하고 봉은사가 한눈에 바라다 보여서 좋았습니다.",
특히 욕실의 상태가 별로 좋지 않았습니다샤워부스 안의 타일에는 주황색때가 잔뜩 끼어있고세면대 수도꼭지에도 때가 많이 끼어있더라구요그 외에는 좋았습니다.,6
"작년에 다녀온 후 , 또 서울 갈일이 생겨서 우리 세가족 PJ호텔에 묵게 되었어용!!저희 15개월 된 아들이 이제 걸음마를 시작해서 바닥에 넘어져도 아프지 않게 카펫이 깔려 있었어용~ 그래서 넘어져도 조금은 안심이 되더라구용...^^내 집처럼 아주 편안하게 다녀온 서울여행길에 맘도 편하고, 몸도 편히 잘 쉬다 온 것 같아 강추!!!!! 해용 ㅋㅋㅋ",
위치는 정말 좋습니다. 명동가도 너무 가까워 외국인들 관광객이 많습니다.주차도 무료로 받을 수 있으니 꼭 얘기를 하세요.룸은 오래되어서 별로고 뷰도 별롭니다. 높은 층 높은 그레이드로 가면 뷰가 좀 좋아지니 참고하세요.,4/5
상당히 깔끔하고 조식이 아주 일품이고 좋고 위치가 좋아 이동이 편리하여 출장 시 이동이 좋음 강남에 비싼 호텔보다 여기이용해서 대중 교통으로 이동 좋음가성비 짱임,
생긴지 얼마안되서 건물도 깨끗하고 인테리어나 분위기가 모던해서 굉장히 제스타일이었어요. 룸크기가 아주 넓거나 하진 않았지만 만족했구요 1인용도 받아서 좋았어요. 직원분들도 친절하시구 위치도 안국역에있어서 여행하기에 좋을거같아요!,
"바이어가 이용하기에 매우 편리합니다.일정상 비즈니스이후에 항상 관광까지 책임지는 경우가 많은데로얄호텔을 이용하면 바이어들이 알아서 관광,쇼핑을 하니 토,일요일에 나오는 불편이 없어요바이어만족도도 높지만, 기업체 입장에서도 매우 이용하기에 편리했읍니다.직원들의 서비스는 최근에 생긴 호텔보다 좀더 전문적이라고 느껴졌읍니다.^^꾸준히 이용할 것 같아요~^^",
인도프로모션으로 인도쉐프들도 보이더라구요! 맛도 훌륭했습니다! 프로모션을 자주하는 것 같은데 다음 프로모션은 무엇인지 궁금해 집니다.,
"현재 외국인 친구에게 소개해줄 적합한 숙소를 찾고 있다면 어느 곳도 이보다 더 좋을 순 없습니다. 서울의 중심부인 종로에 위치하여 수많은 관광지를 둘러보는 데에 가장 적격하며, 특히 인사동 옆에 위치하고 있다는 점은 한국의 전통미를 감상하기에 가장 여유로운 환경을 제공합니다. 또한 쾌적하고 청결한 실내 환경은 여행으로 지친 심신을 달래러 온 여행객들의 만족감을 모두 채워줄 것입니다. 이 곳의 가장 큰 장점은 스탭들의 친절한 서비스입니다. 다국적으로 이루어진 스탭들은 하나같이 개성이 넘치며, 그러한 개성의 바탕 위에 진정성을 얹어 투숙객들에게 편안함과 놀라움을 선사합니다.",
"주말에 휴식 겸 호텔을 이용하였습니다실내수영장, 사우나, 피트니스가 포함되어 이용하였고 시설도 괜찮았습니다클럽라운지에서 조식과 간단한 저녁겸 해피아워를 즐겼는데만족스러웠습니다. 다만 조식때 사람이 많아 혼잡한것이 아쉬웠습니다",13
"일주일동안 투숙하면서 차량으로의 이동이 많았었는데, 양손에 짐을 들고 있어 차량문을 열고 닫기 용이한 사항이 아닌데도 불구하고 도어맨의 도움을 받기는 커녕 보면서도 그냥 지나친다. 또한, 동료의 체크아웃시 캐빈사이즈 캐리어등을 끌고 다녀도 짐을 도와줄까라고 묻는 직원도 전혀 없었을뿐더러 그냥 쳐다만 보구 지나친다. 사람이 타구 있는 엘레베이터에서의 닫히는 문도 열면서 짐을 가득 실은채 트레이를 실고 타는데 여성벨맨분은 실례한다는 말도 없다. 엘레베이터나 복도에서 만나 인사하는 여성벨맨 제로!! 모든 직원이 다 그러한것은 않니지만, 예전보다 벨맨에 여성분들도 많아 진거 같은데, 새로운 직원들에 대한 ""배려심""의 교육이 필요한듯 느껴지는 투숙 이었음.",14/19
교통편도 좋고 시설도 깨끗해 힐링하기에 좋았다실내 수영장도 있었는데 완전 럭셔리ㅜㅠ요즘같은 선선한 날씨에 실내 수영장이라도 추울것같았는데 미온수풀도 있고 물이 많이차지않아 좋았음 또가고싶다ㅠㅠ,
남산에서 밑을 내려다볼 수 있는 최고의 뷰를 가진 수영장이 딸린 호텔.수영장 주변 의자나 공간도 충분해서의자에 누워 책보거나 낮잠 자는 사람들도 많았음.개인적으로 수영장은 규모나 분위기나 신라호텔보다 좋은 듯 함.직원들의 서비스도 훌륭했고남산뷰가 너무 좋았음.다만 역에서 멀고 언덕 위에 있어 차를 타고 가지 않으면 불편할 것 같음.,1
"디럭스 룸으로 예약해서 묵었습니다. 호텔 자체는 로비부터 디자인 부띠끄 호텔 느낌이 물씬 나게 데코되어 있습니다. 객실도 예쁘고, 어매니티도 좋고, 침대도 편안합니다. 다만 객실에 창문이 아주 작거나 없어서 탁 트인 느낌은 전혀 들지 않구요, 걸어갈수 있는 주변이 딱히 이쁘거나 그렇지는 않습니다. 지하철이나 버스타고 홍대방면으로 나가야 저녁도 나름 괜찮은데서 분위기 잡고 먹을 수 있을듯 합니다. 주변을 그리 고려하지 않았던 저는 호텔 자체는 만족합니다!!",4
5호선 종로5가역인가? 역에서 걸어서 5분도 안되었음. 웰컴 드링크 쿠폰 받아서 음료 제공받음. 탄산만 가능함,
"객실은 좋았지만 밤에는 방음이 잘 안되는 방에서 차들때문에 너무 시끄러워 잠을 잘잘수가없었습니다. 무엇보다도 대체적인 서비스가 너무 별로여서 실망하고 돌아왔습니다.방청소빼고는 맘에드는게 없던 호텔....그주위에 많은호텔을 두고 위치도 별로, 서비스도 별로, 가격은 비싼 이 호텔에서 다음에 또 묵어야할지 모르겠습니다.",0/3/7/19/20
을지로 4가역에서 5분정도 거리에 위치하고 있어서 명동이나 인사동 가기도 너무 편리했고 그 외에 다른 곳에 가기도 너무 좋았습니다. 객실은 조용하고 무엇보다 깔끔하고 불필요한 물건 없이 딱 필요한 것들만 잘 구비되어 있었습니다.또 직원분들도 너무 친절하셔서 불편함 없이 잘 쉬고 갈 수 있었습니다^^,
인테리어도 깔끔하고 직원분들도 친철하셔서 편하게 머물다가 갑니다!방이 조금 춥다고 말씀드렷더니 바로 보일러 뜨끈하게 틀어주셔서 너무 따뜻하게 보냇네요아기자기하니 잘꾸며놓으셧네요 다음에 또올게요~,
삼성동에 위치한 파크하얏트 . 깔끔하고 모던한 분위기입니다 전면 통유리뷰로 탁트인 서울 시내를 관망할 수 있고 호텔 스테이로 적극 추천하는 곳입니다,
